14;70;point ;1;15.0095;421.9452;0.5104;;0.0000
15;85;point ;1;-14.9886;421.9375;0.6121;;0.0000
16;120;point ;1;-14.9753;362.1386;0.4713;;0.0000
17;120;point ;1;-14.9748;361.6359;0.4679;;0.0000
18;120;point ;1;-14.9680;331.9874;0.4672;;0.0000
19;120;point ;1;-14.9699;331.4851;0.4674;;0.0000
20;120;point ;1;-14.9629;271.6821;0.4834;;0.0000
21;120;point ;1;-14.9605;271.1817;0.4776;;0.0000
22;139;point ;1;-14.9454;211.3788;0.4893;;0.0000
100;143;Plane_Module Mean;22;4.1270;318.0337;0.5268;;0.1570
;;;;-0.0018;-0.0002;1.0000;;
100;144;Plane_Module;;;0.1000;0.1570;0.1570;0.0570
;;Flatness;;;;;;     |--->>
